date,rainfall_mm,temp_c
2019-09-28,7.32,24.33
2019-09-29,0.91,24.47
2019-09-30,56.87,23.36
2019-10-01,39.05,24.29
2019-10-02,17.07,23.72
2019-10-03,21.53,24.01
2019-10-04,15.24,23.46
2019-10-05,7.63,23.88
2019-10-06,0.65,24.61
2019-10-07,114.07,24.01
2019-10-08,17.75,23.38
2019-10-09,4.5,24.3
2019-10-10,6.73,24.32
2019-10-11,11.6,24.2
2019-10-12,57.24,24.15
2019-10-13,8.29,24.16
2019-10-14,1.65,25.68
2019-10-15,7.63,24.57
2019-10-16,30.84,23.52
2019-10-17,12.45,24.6
2019-10-18,13.2,24.35
2019-10-19,13.63,23.94
2019-10-20,1.5,23.46
2019-10-21,0.01,23.73
2019-10-22,1.09,25.33
2019-10-23,6.53,25.13
2019-10-24,16.44,24.62
2019-10-25,3.35,24.97
2019-10-26,22.92,24.23
2019-10-27,17.95,24.46
2019-10-28,14.99,23.91
2019-10-29,9.1,24.03
2019-10-30,5.74,24.54
2019-10-31,2.27,24.92
2019-11-01,1.56,25.18
2019-11-02,13.79,23.63
2019-11-03,5.25,24.45
2019-11-04,0.33,26.28
2019-11-05,1.81,25.88
2019-11-06,1.14,26.58
2019-11-07,0.31,26.17
2019-11-08,0.2,26.21
2019-11-09,0.14,26.6
2019-11-10,0.39,25.13
2019-11-11,0.86,25.37
2019-11-12,9.34,25.09
2019-11-13,7.58,25.18
2019-11-14,1.53,25.18
2019-11-15,0.41,25.79
2019-11-16,0.68,26.38
2019-11-17,1.14,25.7
2019-11-18,1.08,25.49
2019-11-19,2.16,26.22
2019-11-20,1.41,26.39
2019-11-21,3.98,25.25
2019-11-22,0.61,25.67
2019-11-23,0.25,25.25
2019-11-24,0.27,26.08
2019-11-25,0.12,26.29
2019-11-26,0.14,26.32
2019-11-27,1.01,25.79
2019-11-28,1.33,25.58
2019-11-29,0.19,24.89
2019-11-30,0.05,24.41
2019-12-01,0.43,24.68
2019-12-02,2.9,25.03
2019-12-03,0.17,25.65
2019-12-04,0.4,25.99
2019-12-05,12.72,24.81
2019-12-06,9.25,24.96
2019-12-07,0.06,24.65
2019-12-08,1.46,25.24
2019-12-09,1.06,25.35
2019-12-10,0.72,24.52
2019-12-11,0.25,25.11
2019-12-12,2.89,25.14
2019-12-13,0.32,24.01
2019-12-14,0.06,24.61
2019-12-15,0.0,23.89
2019-12-16,0.0,23.79
2019-12-17,0.0,24.98
2019-12-18,0.0,26.1
2019-12-19,0.02,24.17
2019-12-20,0.0,24.21
2019-12-21,0.15,24.22
2019-12-22,0.0,22.75
2019-12-23,0.0,21.65
2019-12-24,0.0,22.41
2019-12-25,0.0,23.69
2019-12-26,0.0,23.43
2019-12-27,0.0,23.25
2019-12-28,0.0,23.08
2019-12-29,0.0,21.32
2019-12-30,0.0,21.11
2019-12-31,0.0,21.59
2020-01-01,0.0,20.74
2020-01-02,0.0,19.44
2020-01-03,0.0,19.41
2020-01-04,0.0,20.31
2020-01-05,0.0,21.69
2020-01-06,0.0,24.04
2020-01-07,0.0,23.82
2020-01-08,0.0,24.63
2020-01-09,0.0,23.5
2020-01-10,0.0,23.61
2020-01-11,0.16,24.4
2020-01-12,0.11,25.83
2020-01-13,0.04,26.32
2020-01-14,0.04,25.78
2020-01-15,0.01,25.25
2020-01-16,0.0,23.77
2020-01-17,0.0,23.31
2020-01-18,0.0,22.66
2020-01-19,0.0,22.77
2020-01-20,0.0,23.96
2020-01-21,0.0,24.66
2020-01-22,0.0,24.16
2020-01-23,0.0,22.85
2020-01-24,0.0,20.83
2020-01-25,0.0,19.96
2020-01-26,0.0,21.05
2020-01-27,0.0,22.88
2020-01-28,0.0,23.84
2020-01-29,0.0,23.1
2020-01-30,0.0,22.3
2020-01-31,0.0,23.15
2020-02-01,0.0,23.01
2020-02-02,0.0,22.5
2020-02-03,0.0,23.01
2020-02-04,0.0,24.06
2020-02-05,0.0,23.39
2020-02-06,0.0,23.7
2020-02-07,0.0,23.79
2020-02-08,0.0,24.25
2020-02-09,0.0,25.1
2020-02-10,0.0,24.5
2020-02-11,0.0,24.37
2020-02-12,0.0,21.02
2020-02-13,0.0,22.61
2020-02-14,0.0,23.61
2020-02-15,0.0,24.66
2020-02-16,0.0,26.09
2020-02-17,0.0,26.1
2020-02-18,0.0,26.15
2020-02-19,0.0,26.22
2020-02-20,0.0,27.08
2020-02-21,0.0,26.21
2020-02-22,0.0,27.27
2020-02-23,0.0,26.68
2020-02-24,0.0,25.82
2020-02-25,0.02,25.78
2020-02-26,0.02,25.94
2020-02-27,0.06,26.51
2020-02-28,0.13,26.43
2020-02-29,0.0,27.0
2020-03-01,0.07,27.07
2020-03-02,1.6,27.01
2020-03-03,2.26,27.52
2020-03-04,0.97,26.25
2020-03-05,0.39,26.47
2020-03-06,1.2,25.98
2020-03-07,0.36,27.09
2020-03-08,0.87,27.33
2020-03-09,2.39,27.45
2020-03-10,19.41,26.93
2020-03-11,14.83,25.89
2020-03-12,0.21,26.38
2020-03-13,1.41,26.98
2020-03-14,0.75,27.14
2020-03-15,0.32,26.89
2020-03-16,0.85,27.19
2020-03-17,0.32,26.96
2020-03-18,0.26,27.41
2020-03-19,0.64,26.9
2020-03-20,0.42,26.69
2020-03-21,0.53,26.22
2020-03-22,1.34,25.9
2020-03-23,6.69,25.71
2020-03-24,6.71,24.92
2020-03-25,2.4,24.96
2020-03-26,4.14,25.73
2020-03-27,1.6,25.39
2020-03-28,0.71,25.97
2020-03-29,0.64,26.19
2020-03-30,1.32,26.13
2020-03-31,1.02,26.09
2020-04-01,5.69,25.5
2020-04-02,5.48,25.8
2020-04-03,3.43,25.69
2020-04-04,6.76,25.43
2020-04-05,6.05,26.16
2020-04-06,11.57,25.56
2020-04-07,7.38,26.15
2020-04-08,5.82,25.31
2020-04-09,12.13,25.43
2020-04-10,20.23,23.45
2020-04-11,0.02,24.49
2020-04-12,0.1,26.21
2020-04-13,0.25,26.62
2020-04-14,0.21,27.27
2020-04-15,0.32,27.54
2020-04-16,1.21,27.84
2020-04-17,1.03,27.36
2020-04-18,1.55,26.94
2020-04-19,3.2,25.7
2020-04-20,0.13,25.81
2020-04-21,3.68,26.28
2020-04-22,14.24,25.57
2020-04-23,7.86,25.86
2020-04-24,5.2,25.8
2020-04-25,10.38,25.25
2020-04-26,7.7,24.88
2020-04-27,3.29,25.79
2020-04-28,1.4,26.09
2020-04-29,4.6,25.61
2020-04-30,3.04,25.34
2020-05-01,2.39,25.99
2020-05-02,3.64,26.01
2020-05-03,5.79,25.68
2020-05-04,2.25,26.44
2020-05-05,3.51,26.96
2020-05-06,2.17,27.02
2020-05-07,3.94,27.05
2020-05-08,3.77,26.74
2020-05-09,5.35,26.7
2020-05-10,8.21,26.03
2020-05-11,1.24,25.01
2020-05-12,0.42,25.52
2020-05-13,0.72,26.04
2020-05-14,0.54,26.19
2020-05-15,2.08,25.87
2020-05-16,8.8,25.57
2020-05-17,3.32,25.88
2020-05-18,10.43,26.08
2020-05-19,15.95,25.62
2020-05-20,4.84,25.52
2020-05-21,11.47,25.54
2020-05-22,7.31,25.25
2020-05-23,1.16,25.26
2020-05-24,10.79,25.91
2020-05-25,5.9,25.09
2020-05-26,33.09,25.09
2020-05-27,5.13,25.79
2020-05-28,3.06,26.07
2020-05-29,2.82,26.06
2020-05-30,15.2,24.28
2020-05-31,4.83,24.86
2020-06-01,2.73,25.25
2020-06-02,2.76,25.1
2020-06-03,1.19,25.56
2020-06-04,2.62,24.78
2020-06-05,17.99,25.35
2020-06-06,26.54,25.4
2020-06-07,49.03,24.59
2020-06-08,16.7,25.19
2020-06-09,40.12,23.89
2020-06-10,1.98,24.29
2020-06-11,1.01,24.38
2020-06-12,5.86,23.95
2020-06-13,4.57,25.11
2020-06-14,6.42,24.71
2020-06-15,2.22,25.96
2020-06-16,3.35,25.04
2020-06-17,18.92,25.11
2020-06-18,26.11,24.42
2020-06-19,0.32,23.06
2020-06-20,5.12,24.34
2020-06-21,2.57,24.9
2020-06-22,4.63,24.54
2020-06-23,1.48,24.7
2020-06-24,2.27,25.3
2020-06-25,8.26,25.38
2020-06-26,7.4,24.76
2020-06-27,17.72,24.17
2020-06-28,12.85,24.2
2020-06-29,12.74,24.16
2020-06-30,7.28,22.87
2020-07-01,10.95,24.09
2020-07-02,2.76,25.19
2020-07-03,4.67,24.95
2020-07-04,11.08,23.77
2020-07-05,4.51,23.99
2020-07-06,0.71,24.69
2020-07-07,3.47,23.72
2020-07-08,2.35,23.86
2020-07-09,5.02,23.95
2020-07-10,17.31,24.1
2020-07-11,22.73,22.97
2020-07-12,7.72,24.17
2020-07-13,7.88,24.15
2020-07-14,5.04,23.58
2020-07-15,10.4,23.23
2020-07-16,13.61,23.08
2020-07-17,6.52,23.13
2020-07-18,3.96,22.87
2020-07-19,8.49,23.5
2020-07-20,3.54,23.47
2020-07-21,6.07,24.16
2020-07-22,4.03,23.84
2020-07-23,7.88,23.53
2020-07-24,5.46,23.96
2020-07-25,2.96,23.67
2020-07-26,3.28,23.86
2020-07-27,2.75,23.73
2020-07-28,1.59,23.37
2020-07-29,0.6,23.77
2020-07-30,4.61,23.43
2020-07-31,8.72,22.94
2020-08-01,1.88,23.81
2020-08-02,1.55,23.61
2020-08-03,2.91,22.72
2020-08-04,0.45,22.97
2020-08-05,1.2,23.11
2020-08-06,2.15,22.22
2020-08-07,1.92,22.02
2020-08-08,0.31,22.45
2020-08-09,0.91,22.9
2020-08-10,2.62,22.96
2020-08-11,1.13,22.51
2020-08-12,0.3,22.94
2020-08-13,0.61,24.21
2020-08-14,2.15,22.54
2020-08-15,0.48,23.87
2020-08-16,0.14,24.06
2020-08-17,0.86,24.95
2020-08-18,0.77,23.99
2020-08-19,2.09,24.66
2020-08-20,2.77,23.45
2020-08-21,8.33,23.56
2020-08-22,1.74,24.16
2020-08-23,0.74,23.18
2020-08-24,0.53,22.64
2020-08-25,0.83,23.39
2020-08-26,0.3,23.8
2020-08-27,1.07,23.85
2020-08-28,2.97,23.43
2020-08-29,2.63,23.38
2020-08-30,2.92,23.61
2020-08-31,6.84,24.36
2020-09-01,18.57,23.03
2020-09-02,9.66,23.8
2020-09-03,1.38,24.75
2020-09-04,3.84,24.13
2020-09-05,15.11,23.36
2020-09-06,3.31,23.22
2020-09-07,0.82,24.48
2020-09-08,7.53,24.98
2020-09-09,31.01,23.39
2020-09-10,3.88,24.17
2020-09-11,5.48,24.3
2020-09-12,9.91,24.57
2020-09-13,20.44,24.05
2020-09-14,4.94,24.54
2020-09-15,13.68,24.7
2020-09-16,31.23,23.29
2020-09-17,3.91,23.95
2020-09-18,6.81,24.89
2020-09-19,21.57,25.32
2020-09-20,11.65,23.15
2020-09-21,13.53,24.08
2020-09-22,15.26,23.99
2020-09-23,11.24,24.79
2020-09-24,9.01,24.21
2020-09-25,4.83,24.18
2020-09-26,7.66,23.52
2020-09-27,4.75,23.53
2020-09-28,2.14,24.59
2020-09-29,9.1,23.8
2020-09-30,8.66,23.28
2020-10-01,2.37,24.25
2020-10-02,4.68,24.87
2020-10-03,19.43,24.91
2020-10-04,8.88,25.2
2020-10-05,10.97,25.16
2020-10-06,22.4,23.95
2020-10-07,2.68,24.17
2020-10-08,16.19,24.37
2020-10-09,16.21,22.05
2020-10-10,28.24,24.02
2020-10-11,6.76,24.28
2020-10-12,4.33,25.23
2020-10-13,8.74,25.25
2020-10-14,12.86,23.9
2020-10-15,5.25,25.01
2020-10-16,3.48,25.08
2020-10-17,2.04,24.88
2020-10-18,1.69,25.28
2020-10-19,8.14,25.06
2020-10-20,6.26,25.16
2020-10-21,2.33,25.06
2020-10-22,1.43,25.88
2020-10-23,0.57,25.97
2020-10-24,0.93,25.54
2020-10-25,0.14,25.82
2020-10-26,0.81,26.0
2020-10-27,0.49,25.83
2020-10-28,0.14,26.21
2020-10-29,0.12,25.51
2020-10-30,0.05,25.76
2020-10-31,0.05,25.92
2020-11-01,0.04,25.02
2020-11-02,0.0,24.53
2020-11-03,0.0,25.14
2020-11-04,0.06,25.18
2020-11-05,0.0,25.13
2020-11-06,0.0,25.38
2020-11-07,1.57,25.05
2020-11-08,2.72,25.18
2020-11-09,5.35,25.28
2020-11-10,0.98,25.15
2020-11-11,0.97,25.12
2020-11-12,0.53,24.53
2020-11-13,0.07,23.58
2020-11-14,0.08,24.22
2020-11-15,0.08,25.26
2020-11-16,0.14,24.3
2020-11-17,0.0,24.75
2020-11-18,0.0,24.7
2020-11-19,0.0,23.77
2020-11-20,0.0,25.04
2020-11-21,0.0,25.88
2020-11-22,0.15,25.68
2020-11-23,0.09,26.22
2020-11-24,0.39,26.92
2020-11-25,0.28,26.8
2020-11-26,1.23,26.12
2020-11-27,1.34,25.64
2020-11-28,0.86,26.0
2020-11-29,0.12,25.65
2020-11-30,0.05,25.29
2020-12-01,0.02,24.87
2020-12-02,0.0,25.23
2020-12-03,0.0,24.78
2020-12-04,0.0,25.2
2020-12-05,0.0,25.14
2020-12-06,0.0,26.44
2020-12-07,0.07,24.8
2020-12-08,0.02,25.15
2020-12-09,0.0,25.05
2020-12-10,0.01,25.09
2020-12-11,0.01,25.16
2020-12-12,0.56,24.83
2020-12-13,0.41,25.35
2020-12-14,0.77,25.8
2020-12-15,0.55,25.89
2020-12-16,0.43,26.28
2020-12-17,0.36,25.77
2020-12-18,0.43,24.86
2020-12-19,0.27,25.46
2020-12-20,0.64,24.94
2020-12-21,0.82,24.98
2020-12-22,0.13,25.31
2020-12-23,0.1,25.01
2020-12-24,0.24,26.33
2020-12-25,0.01,24.33
2020-12-26,0.0,23.36
2020-12-27,0.0,23.81
2020-12-28,0.0,24.38
2020-12-29,0.0,24.64
2020-12-30,0.0,25.42
2020-12-31,0.0,25.58
2021-01-01,0.15,25.11
2021-01-02,0.37,25.08
2021-01-03,0.91,26.18
2021-01-04,0.18,26.5
2021-01-05,0.48,26.16
2021-01-06,0.16,25.49
2021-01-07,0.11,25.66
2021-01-08,0.07,25.37
2021-01-09,0.05,25.62
2021-01-10,0.07,25.55
2021-01-11,0.0,26.0
2021-01-12,0.0,25.67
2021-01-13,0.0,24.0
2021-01-14,0.0,24.69
2021-01-15,0.0,24.2
2021-01-16,0.02,23.86
2021-01-17,0.02,25.13
2021-01-18,0.01,25.9
2021-01-19,0.01,24.44
2021-01-20,0.0,23.57
2021-01-21,0.0,23.28
2021-01-22,0.0,23.63
2021-01-23,0.0,23.46
2021-01-24,0.0,23.82
2021-01-25,0.0,24.88
2021-01-26,0.0,25.18
2021-01-27,0.01,25.16
2021-01-28,0.01,24.5
2021-01-29,0.01,26.03
2021-01-30,0.0,25.63
2021-01-31,0.26,25.61
2021-02-01,0.18,26.61
2021-02-02,0.22,26.49
2021-02-03,0.44,26.76
2021-02-04,0.07,25.82
2021-02-05,0.0,25.51
2021-02-06,0.0,26.67
2021-02-07,0.0,26.83
2021-02-08,0.0,27.0
2021-02-09,0.0,27.5
2021-02-10,0.03,27.95
2021-02-11,0.09,28.1
2021-02-12,0.06,26.97
2021-02-13,0.04,27.89
2021-02-14,0.16,28.04
2021-02-15,1.04,28.2
2021-02-16,0.34,28.16
2021-02-17,0.08,25.59
2021-02-18,0.0,25.04
2021-02-19,0.0,22.96
2021-02-20,0.0,24.66
2021-02-21,0.0,25.79
2021-02-22,0.0,25.7
2021-02-23,0.06,26.16
2021-02-24,0.16,26.77
2021-02-25,0.0,26.56
2021-02-26,0.01,27.12
2021-02-27,0.01,26.46
2021-02-28,0.01,27.4
2021-03-01,0.01,28.23
2021-03-02,0.0,28.01
2021-03-03,0.0,28.19
2021-03-04,0.0,27.96
2021-03-05,0.0,28.1
2021-03-06,0.0,27.83
2021-03-07,0.67,28.15
2021-03-08,2.82,27.15
2021-03-09,8.02,26.5
2021-03-10,6.3,26.08
2021-03-11,1.44,26.47
2021-03-12,0.55,26.26
2021-03-13,2.44,25.87
2021-03-14,0.49,25.26
2021-03-15,0.19,25.64
2021-03-16,0.19,25.86
2021-03-17,5.4,24.89
2021-03-18,0.4,24.99
2021-03-19,0.54,24.94
2021-03-20,5.5,25.62
2021-03-21,0.65,26.19
2021-03-22,25.54,25.59
2021-03-23,0.45,25.49
2021-03-24,1.93,24.87
2021-03-25,17.98,25.31
2021-03-26,3.73,26.7
2021-03-27,0.24,26.74
2021-03-28,0.13,27.09
2021-03-29,0.1,27.03
2021-03-30,0.1,27.62
2021-03-31,0.09,27.6
2021-04-01,0.03,27.86
2021-04-02,0.02,28.05
2021-04-03,0.04,26.88
2021-04-04,0.02,28.22
2021-04-05,0.05,27.75
2021-04-06,2.15,27.69
2021-04-07,1.15,26.77
2021-04-08,1.48,27.1
2021-04-09,1.57,26.03
2021-04-10,2.73,26.87
2021-04-11,32.09,25.58
2021-04-12,12.88,25.03
2021-04-13,12.21,26.06
2021-04-14,16.26,25.65
2021-04-15,14.31,24.92
2021-04-16,3.24,25.03
2021-04-17,6.14,24.96
2021-04-18,1.97,24.57
2021-04-19,0.61,25.53
2021-04-20,3.99,26.09
2021-04-21,4.5,25.51
2021-04-22,0.4,26.01
2021-04-23,3.0,25.47
2021-04-24,3.03,25.39
2021-04-25,2.75,25.72
2021-04-26,1.7,25.96
2021-04-27,2.51,26.05
2021-04-28,1.07,26.62
2021-04-29,0.36,26.76
2021-04-30,3.25,26.89
2021-05-01,1.69,26.66
2021-05-02,0.78,26.38
2021-05-03,5.12,26.11
2021-05-04,3.09,25.91
2021-05-05,4.47,25.95
2021-05-06,6.39,25.13
2021-05-07,1.19,25.24
2021-05-08,8.74,25.0
2021-05-09,0.32,23.67
2021-05-10,1.07,25.41
2021-05-11,2.43,25.98
2021-05-12,4.6,25.73
2021-05-13,5.68,25.84
2021-05-14,4.59,25.69
2021-05-15,5.96,25.51
2021-05-16,5.45,25.64
2021-05-17,7.07,26.08
2021-05-18,6.49,26.02
2021-05-19,1.27,26.43
2021-05-20,1.52,25.43
2021-05-21,3.62,25.82
2021-05-22,2.09,24.97
2021-05-23,2.34,26.84
2021-05-24,5.15,26.71
2021-05-25,6.27,25.82
2021-05-26,4.5,25.98
2021-05-27,8.17,25.9
2021-05-28,3.35,26.04
2021-05-29,5.91,26.09
2021-05-30,8.16,26.02
2021-05-31,23.88,25.49
2021-06-01,14.75,25.33
2021-06-02,19.51,25.62
2021-06-03,20.42,25.9
2021-06-04,29.93,25.0
2021-06-05,9.21,25.22
2021-06-06,6.46,24.81
2021-06-07,2.77,25.67
2021-06-08,11.9,26.01
2021-06-09,6.44,24.38
2021-06-10,5.11,26.06
2021-06-11,12.75,25.49
2021-06-12,9.97,24.42
2021-06-13,3.56,25.82
2021-06-14,13.41,26.07
2021-06-15,8.68,25.08
2021-06-16,7.01,25.04
2021-06-17,5.45,24.24
2021-06-18,4.88,24.88
2021-06-19,9.85,25.29
2021-06-20,13.44,24.07
2021-06-21,32.27,24.24
2021-06-22,6.56,24.27
2021-06-23,4.11,24.08
2021-06-24,4.37,24.71
2021-06-25,14.1,24.66
2021-06-26,7.87,25.24
2021-06-27,5.83,23.89
2021-06-28,5.8,23.83
2021-06-29,6.84,23.0
2021-06-30,6.21,24.41
2021-07-01,2.7,24.41
2021-07-02,4.86,24.33
2021-07-03,9.75,23.98
2021-07-04,11.29,23.76
2021-07-05,4.3,24.05
2021-07-06,2.04,23.95
2021-07-07,4.01,24.48
2021-07-08,1.84,24.27
2021-07-09,4.27,24.04
2021-07-10,1.15,23.95
2021-07-11,1.07,24.54
2021-07-12,1.06,24.44
2021-07-13,1.31,24.34
2021-07-14,2.08,24.57
2021-07-15,18.65,25.03
2021-07-16,53.27,24.28
2021-07-17,72.31,23.99
2021-07-18,3.93,24.15
2021-07-19,12.2,24.18
2021-07-20,1.62,24.74
2021-07-21,2.09,24.53
2021-07-22,0.98,24.08
2021-07-23,2.27,23.67
2021-07-24,1.67,23.75
2021-07-25,5.12,23.89
2021-07-26,11.46,22.97
2021-07-27,6.43,23.28
2021-07-28,1.59,23.74
2021-07-29,4.18,23.88
2021-07-30,4.77,23.8
2021-07-31,8.17,24.41
2021-08-01,0.62,23.7
2021-08-02,3.27,23.48
2021-08-03,3.41,23.87
2021-08-04,17.37,24.21
2021-08-05,11.96,23.61
2021-08-06,2.78,23.89
2021-08-07,32.65,23.42
2021-08-08,31.69,22.72
2021-08-09,7.85,23.9
2021-08-10,5.14,23.76
2021-08-11,13.01,23.85
2021-08-12,5.39,23.78
2021-08-13,10.39,23.8
2021-08-14,12.2,24.38
2021-08-15,13.42,23.43
2021-08-16,29.26,23.06
2021-08-17,18.61,23.76
2021-08-18,9.86,23.63
2021-08-19,18.8,23.38
2021-08-20,32.56,23.65
2021-08-21,23.82,23.59
2021-08-22,4.39,23.56
2021-08-23,12.07,23.41
2021-08-24,9.19,24.54
2021-08-25,6.81,24.75
2021-08-26,13.96,23.7
2021-08-27,7.38,24.07
2021-08-28,6.55,24.58
2021-08-29,60.31,24.62
2021-08-30,35.11,23.79
2021-08-31,9.67,25.02
2021-09-01,9.28,25.05
2021-09-02,19.39,24.19
2021-09-03,11.58,24.18
2021-09-04,14.18,23.42
2021-09-05,16.12,23.95
2021-09-06,12.78,23.53
2021-09-07,5.4,25.06
2021-09-08,17.24,24.11
2021-09-09,7.64,24.8
2021-09-10,31.98,24.7
2021-09-11,4.45,24.36
2021-09-12,7.13,24.36
2021-09-13,13.23,23.53
2021-09-14,6.74,24.35
2021-09-15,3.7,23.62
2021-09-16,4.64,24.41
2021-09-17,1.11,24.46
2021-09-18,18.39,24.22
2021-09-19,8.7,24.8
2021-09-20,15.78,24.46
2021-09-21,52.51,23.6
2021-09-22,1.55,23.56
2021-09-23,1.28,24.57
2021-09-24,6.67,24.21
2021-09-25,15.15,24.31
2021-09-26,2.23,24.23
2021-09-27,7.0,24.14
2021-09-28,8.81,24.45
2021-09-29,5.26,24.54
2021-09-30,17.07,24.71
2021-10-01,14.68,23.84
2021-10-02,8.35,24.89
2021-10-03,35.01,24.42
2021-10-04,13.09,25.8
2021-10-05,19.41,25.91
2021-10-06,48.14,24.46
2021-10-07,13.21,25.67
2021-10-08,5.37,26.14
2021-10-09,9.92,25.15
2021-10-10,7.53,25.2
2021-10-11,5.43,25.39
2021-10-12,6.47,25.31
2021-10-13,3.69,25.25
2021-10-14,2.44,24.93
2021-10-15,2.32,25.24
2021-10-16,3.87,25.41
2021-10-17,12.77,25.26
2021-10-18,2.25,23.89
2021-10-19,2.91,24.4
2021-10-20,4.37,24.3
2021-10-21,1.89,25.5
2021-10-22,5.2,25.3
2021-10-23,11.12,23.91
2021-10-24,0.19,25.78
2021-10-25,2.21,26.0
2021-10-26,4.79,25.35
2021-10-27,3.99,25.16
2021-10-28,16.79,24.74
2021-10-29,2.58,26.03
2021-10-30,2.96,25.42
2021-10-31,3.19,25.58
2021-11-01,7.88,25.46
2021-11-02,2.08,24.51
2021-11-03,0.49,25.14
2021-11-04,1.55,25.0
2021-11-05,1.28,25.0
2021-11-06,0.44,25.46
2021-11-07,19.92,24.63
2021-11-08,12.62,25.51
2021-11-09,18.74,25.79
2021-11-10,31.37,26.09
2021-11-11,27.66,25.2
2021-11-12,25.91,24.87
2021-11-13,14.58,25.74
2021-11-14,18.4,25.55
2021-11-15,57.11,25.86
2021-11-16,64.19,25.12
2021-11-17,2.15,25.58
2021-11-18,1.24,25.75
2021-11-19,0.67,25.81
2021-11-20,0.69,24.87
2021-11-21,0.69,25.56
2021-11-22,1.67,25.62
2021-11-23,0.71,25.17
2021-11-24,0.6,25.88
2021-11-25,0.99,25.7
2021-11-26,1.05,25.38
2021-11-27,0.02,24.4
2021-11-28,0.02,24.86
2021-11-29,0.03,24.86
2021-11-30,0.02,25.87
2021-12-01,0.01,24.53
2021-12-02,2.83,24.97
2021-12-03,1.29,25.09
2021-12-04,0.43,25.01
2021-12-05,2.51,23.28
2021-12-06,0.68,24.62
2021-12-07,0.04,25.17
2021-12-08,0.03,24.2
2021-12-09,0.0,23.61
2021-12-10,0.0,24.2
2021-12-11,0.0,24.12
2021-12-12,4.68,24.54
2021-12-13,56.33,24.91
2021-12-14,61.77,25.46
2021-12-15,31.57,25.03
2021-12-16,1.04,21.8
2021-12-17,0.0,22.78
2021-12-18,0.0,21.56
2021-12-19,0.0,20.73
2021-12-20,0.0,20.79
2021-12-21,0.0,21.92
2021-12-22,0.0,22.54
2021-12-23,0.0,22.23
2021-12-24,0.0,23.68
2021-12-25,0.01,24.3
2021-12-26,0.0,25.44
2021-12-27,3.43,24.83
2021-12-28,14.22,22.93
2021-12-29,6.13,21.78
2021-12-30,0.02,22.11
2021-12-31,0.62,22.98
2022-01-01,3.85,24.49
2022-01-02,3.21,21.73
2022-01-03,1.26,20.65
2022-01-04,0.4,22.12
2022-01-05,0.0,22.23
2022-01-06,0.0,23.79
2022-01-07,0.12,25.34
2022-01-08,4.27,24.66
2022-01-09,0.53,23.6
2022-01-10,19.15,23.54
2022-01-11,0.82,25.16
2022-01-12,0.95,24.95
2022-01-13,2.27,23.7
2022-01-14,0.6,24.75
2022-01-15,0.4,24.46
2022-01-16,0.04,24.25
2022-01-17,0.09,23.62
2022-01-18,0.75,22.61
2022-01-19,0.0,20.67
2022-01-20,0.0,21.31
2022-01-21,0.0,21.59
2022-01-22,0.0,22.12
2022-01-23,0.0,22.68
2022-01-24,0.2,22.0
2022-01-25,0.0,19.92
2022-01-26,0.0,20.95
2022-01-27,0.09,22.94
2022-01-28,0.0,22.68
2022-01-29,0.03,21.84
2022-01-30,0.0,20.31
2022-01-31,0.0,19.89
2022-02-01,0.0,21.5
2022-02-02,0.0,22.49
2022-02-03,0.0,22.19
2022-02-04,0.0,23.13
2022-02-05,0.0,22.78
2022-02-06,0.0,22.91
2022-02-07,0.0,23.28
2022-02-08,0.0,24.05
2022-02-09,0.0,25.32
2022-02-10,0.82,24.12
2022-02-11,0.82,23.79
2022-02-12,2.0,24.38
2022-02-13,6.51,25.46
2022-02-14,3.17,25.09
2022-02-15,0.0,25.37
2022-02-16,0.0,25.35
2022-02-17,0.0,25.63
2022-02-18,0.0,26.44
2022-02-19,0.0,25.93
2022-02-20,0.0,26.46
2022-02-21,0.0,25.66
2022-02-22,0.0,25.76
2022-02-23,0.0,25.8
2022-02-24,0.0,26.76
2022-02-25,5.16,25.71
2022-02-26,2.9,25.76
2022-02-27,3.96,26.55
2022-02-28,3.14,26.32
2022-03-01,7.52,25.96
2022-03-02,0.78,25.23
2022-03-03,1.03,25.46
2022-03-04,2.25,24.55
2022-03-05,0.44,25.15
2022-03-06,5.05,25.26
2022-03-07,2.1,25.97
2022-03-08,1.6,26.53
2022-03-09,1.45,26.82
2022-03-10,4.84,26.2
2022-03-11,4.57,26.49
2022-03-12,1.56,25.48
2022-03-13,2.12,25.7
2022-03-14,2.14,25.57
2022-03-15,0.51,25.54
2022-03-16,0.43,26.03
2022-03-17,2.15,26.03
2022-03-18,3.34,26.85
2022-03-19,6.24,26.35
2022-03-20,11.35,25.99
2022-03-21,11.12,25.61
2022-03-22,5.14,25.43
2022-03-23,2.06,26.23
2022-03-24,4.38,25.91
2022-03-25,1.95,26.05
2022-03-26,0.59,26.74
2022-03-27,1.41,26.61
2022-03-28,2.32,25.81
2022-03-29,7.13,26.58
2022-03-30,16.5,26.58
2022-03-31,24.47,26.28
2022-04-01,2.42,25.84
2022-04-02,1.77,25.27
2022-04-03,2.59,25.9
2022-04-04,1.18,25.36
2022-04-05,2.73,25.86
2022-04-06,3.95,25.6
2022-04-07,5.8,25.33
2022-04-08,5.99,25.95
2022-04-09,2.48,25.05
2022-04-10,0.92,25.46
2022-04-11,4.39,25.24
2022-04-12,13.33,24.99
2022-04-13,4.26,24.55
2022-04-14,2.5,25.13
2022-04-15,8.42,24.09
2022-04-16,11.8,25.31
