date,rainfall_mm,temp_c
2016-12-17,0.0,25.95
2016-12-18,0.0,26.04
2016-12-19,0.0,25.61
2016-12-20,0.0,25.55
2016-12-21,0.0,23.99
2016-12-22,0.0,25.02
2016-12-23,0.0,24.28
2016-12-24,0.0,25.39
2016-12-25,0.0,25.41
2016-12-26,0.0,23.56
2016-12-27,0.0,22.06
2016-12-28,0.0,23.24
2016-12-29,0.0,23.02
2016-12-30,0.0,23.85
2016-12-31,0.0,23.61
2017-01-01,0.0,23.79
2017-01-02,0.0,24.4
2017-01-03,0.0,24.34
2017-01-04,0.0,24.01
2017-01-05,0.0,24.71
2017-01-06,0.0,23.91
2017-01-07,0.0,24.07
2017-01-08,0.0,23.87
2017-01-09,0.0,23.86
2017-01-10,0.0,23.98
2017-01-11,0.08,24.26
2017-01-12,0.12,25.27
2017-01-13,0.25,24.43
2017-01-14,0.0,23.78
2017-01-15,0.0,24.49
2017-01-16,0.0,25.41
2017-01-17,0.0,25.82
2017-01-18,0.0,25.63
2017-01-19,0.0,26.47
2017-01-20,0.0,25.87
2017-01-21,0.23,26.25
2017-01-22,0.32,26.07
2017-01-23,0.51,25.57
2017-01-24,0.18,24.91
2017-01-25,0.03,25.36
2017-01-26,0.0,25.6
2017-01-27,0.01,25.71
2017-01-28,0.0,26.42
2017-01-29,0.0,26.4
2017-01-30,0.01,25.96
2017-01-31,0.31,26.39
2017-02-01,0.17,25.29
2017-02-02,0.08,26.49
2017-02-03,0.06,26.9
2017-02-04,0.1,26.8
2017-02-05,0.49,26.97
2017-02-06,0.15,26.88
2017-02-07,0.17,25.8
2017-02-08,0.88,25.69
2017-02-09,0.73,26.31
2017-02-10,0.17,26.87
2017-02-11,0.1,26.25
2017-02-12,0.11,26.83
2017-02-13,0.05,26.8
2017-02-14,0.02,25.65
2017-02-15,0.0,24.04
2017-02-16,0.0,24.12
2017-02-17,0.0,24.71
2017-02-18,0.0,23.6
2017-02-19,0.0,23.19
2017-02-20,0.0,24.61
2017-02-21,0.0,26.44
2017-02-22,0.0,27.18
2017-02-23,0.01,27.26
2017-02-24,0.01,27.96
2017-02-25,0.01,27.28
2017-02-26,0.01,25.67
2017-02-27,0.01,26.21
2017-02-28,0.02,26.69
2017-03-01,0.02,26.71
2017-03-02,0.55,27.12
2017-03-03,1.18,27.14
2017-03-04,0.35,27.72
2017-03-05,0.69,27.77
2017-03-06,1.01,27.33
2017-03-07,0.48,27.95
2017-03-08,0.78,27.0
2017-03-09,1.55,26.39
2017-03-10,0.86,27.48
2017-03-11,0.75,27.62
2017-03-12,1.06,27.08
2017-03-13,0.23,27.71
2017-03-14,1.09,26.87
2017-03-15,1.58,26.4
2017-03-16,0.16,27.28
2017-03-17,0.49,27.44
2017-03-18,1.57,28.52
2017-03-19,2.22,27.67
2017-03-20,3.76,27.3
2017-03-21,0.97,27.88
2017-03-22,6.28,26.57
2017-03-23,2.2,26.28
2017-03-24,1.46,26.7
2017-03-25,1.26,28.06
2017-03-26,2.11,27.67
2017-03-27,1.9,28.17
2017-03-28,1.27,28.08
2017-03-29,3.49,27.64
2017-03-30,4.72,26.99
2017-03-31,3.4,26.64
2017-04-01,0.29,27.57
2017-04-02,0.68,26.24
2017-04-03,0.1,27.11
2017-04-04,0.21,26.38
2017-04-05,0.5,26.61
2017-04-06,13.16,26.3
2017-04-07,4.13,27.08
2017-04-08,15.86,26.29
2017-04-09,20.36,25.82
2017-04-10,20.56,26.0
2017-04-11,2.54,26.04
2017-04-12,8.09,26.01
2017-04-13,5.34,25.51
2017-04-14,1.93,26.29
2017-04-15,8.65,25.88
2017-04-16,0.03,24.88
2017-04-17,0.75,26.31
2017-04-18,2.14,26.12
2017-04-19,3.1,26.7
2017-04-20,3.75,26.75
2017-04-21,3.02,26.29
2017-04-22,0.82,26.6
2017-04-23,1.74,26.53
2017-04-24,3.22,26.41
2017-04-25,1.16,26.11
2017-04-26,4.72,26.39
2017-04-27,6.65,26.38
2017-04-28,18.27,25.65
2017-04-29,4.03,26.04
2017-04-30,1.91,26.58
2017-05-01,9.79,25.66
2017-05-02,11.49,25.12
2017-05-03,17.89,25.8
2017-05-04,12.16,26.24
2017-05-05,3.61,25.84
2017-05-06,9.74,26.25
2017-05-07,5.71,25.85
2017-05-08,13.1,26.08
2017-05-09,13.08,25.86
2017-05-10,2.3,26.33
2017-05-11,11.74,25.73
2017-05-12,6.77,25.48
2017-05-13,5.27,25.86
2017-05-14,6.54,26.0
2017-05-15,20.55,25.27
2017-05-16,0.71,24.79
2017-05-17,0.13,25.71
2017-05-18,1.13,25.86
2017-05-19,2.46,26.0
2017-05-20,3.86,26.0
2017-05-21,2.92,26.26
2017-05-22,1.69,25.87
2017-05-23,6.88,25.8
2017-05-24,6.04,25.27
2017-05-25,13.62,24.71
2017-05-26,7.4,25.0
2017-05-27,2.1,25.88
2017-05-28,6.44,26.16
2017-05-29,8.9,26.1
2017-05-30,6.42,25.96
2017-05-31,6.78,25.23
2017-06-01,1.71,26.37
2017-06-02,4.08,25.66
2017-06-03,2.52,25.02
2017-06-04,2.13,24.85
2017-06-05,6.41,25.45
2017-06-06,3.84,25.8
2017-06-07,2.1,26.36
2017-06-08,1.54,26.5
2017-06-09,2.27,25.91
2017-06-10,8.87,25.96
2017-06-11,6.45,25.58
2017-06-12,7.64,25.06
2017-06-13,16.55,24.0
2017-06-14,10.13,24.2
2017-06-15,5.13,25.21
2017-06-16,53.6,24.44
2017-06-17,24.57,23.69
2017-06-18,2.32,24.62
2017-06-19,8.64,24.71
2017-06-20,14.99,23.68
2017-06-21,1.8,25.08
2017-06-22,9.29,25.85
2017-06-23,14.05,24.55
2017-06-24,6.29,24.44
2017-06-25,13.89,24.67
2017-06-26,15.97,24.46
2017-06-27,1.34,24.64
2017-06-28,5.19,23.88
2017-06-29,19.95,24.24
2017-06-30,2.81,23.98
2017-07-01,5.14,23.66
2017-07-02,1.48,24.39
2017-07-03,3.78,24.25
2017-07-04,3.56,24.36
2017-07-05,21.17,23.6
2017-07-06,10.74,23.5
2017-07-07,2.89,24.05
2017-07-08,12.93,24.45
2017-07-09,46.49,23.37
2017-07-10,1.04,22.84
2017-07-11,0.28,23.19
2017-07-12,1.97,23.4
2017-07-13,4.15,24.38
2017-07-14,2.59,23.15
2017-07-15,7.53,23.39
2017-07-16,10.68,24.11
2017-07-17,5.15,24.38
2017-07-18,6.58,23.99
2017-07-19,3.6,24.49
2017-07-20,14.06,25.0
2017-07-21,20.8,25.27
2017-07-22,27.68,23.92
2017-07-23,11.66,23.4
2017-07-24,15.88,24.18
2017-07-25,5.6,24.03
2017-07-26,2.93,24.39
2017-07-27,2.13,25.0
2017-07-28,5.24,24.59
2017-07-29,5.02,24.41
2017-07-30,4.11,24.27
2017-07-31,2.85,24.27
2017-08-01,3.99,23.83
2017-08-02,2.68,23.53
2017-08-03,2.64,24.45
2017-08-04,4.69,23.25
2017-08-05,6.05,23.66
2017-08-06,3.08,23.91
2017-08-07,5.59,22.64
2017-08-08,6.68,23.62
2017-08-09,3.95,23.94
2017-08-10,3.24,24.27
2017-08-11,8.18,24.87
2017-08-12,13.39,23.85
2017-08-13,47.12,24.11
2017-08-14,12.19,23.22
2017-08-15,6.05,23.91
2017-08-16,10.24,24.15
2017-08-17,8.07,23.05
2017-08-18,5.84,23.75
2017-08-19,1.05,24.03
2017-08-20,4.4,24.16
2017-08-21,3.7,23.49
2017-08-22,2.51,23.59
2017-08-23,3.07,23.56
2017-08-24,18.52,24.32
2017-08-25,7.57,23.9
2017-08-26,9.45,23.52
2017-08-27,7.49,23.64
2017-08-28,6.39,23.99
2017-08-29,9.57,23.69
2017-08-30,9.55,23.65
2017-08-31,9.22,23.37
2017-09-01,4.0,23.99
2017-09-02,8.7,24.29
2017-09-03,9.11,23.25
2017-09-04,8.65,24.43
2017-09-05,6.1,24.7
2017-09-06,10.21,25.01
2017-09-07,20.13,23.9
2017-09-08,8.65,23.66
2017-09-09,3.54,25.01
2017-09-10,7.07,25.5
2017-09-11,5.1,24.65
2017-09-12,5.15,24.15
2017-09-13,1.48,23.66
2017-09-14,0.62,24.45
2017-09-15,2.74,24.25
2017-09-16,5.18,23.49
2017-09-17,1.28,23.91
2017-09-18,3.44,24.99
2017-09-19,1.84,25.39
2017-09-20,1.4,25.14
2017-09-21,14.2,24.26
2017-09-22,3.7,23.59
2017-09-23,6.94,24.48
2017-09-24,7.95,24.49
2017-09-25,6.4,24.99
2017-09-26,6.28,24.73
2017-09-27,4.48,24.48
2017-09-28,5.91,24.67
2017-09-29,7.58,24.17
2017-09-30,1.58,25.13
2017-10-01,2.55,25.01
2017-10-02,4.72,25.72
2017-10-03,6.62,25.52
2017-10-04,4.92,24.73
2017-10-05,21.08,23.88
2017-10-06,2.41,25.32
2017-10-07,8.95,24.97
2017-10-08,7.71,25.04
2017-10-09,2.31,25.27
2017-10-10,6.15,25.13
2017-10-11,4.48,24.8
2017-10-12,7.54,24.58
2017-10-13,2.77,24.62
2017-10-14,1.13,25.06
2017-10-15,0.42,25.48
2017-10-16,0.22,25.69
2017-10-17,0.32,25.47
2017-10-18,3.47,24.48
2017-10-19,1.57,24.6
2017-10-20,1.24,25.73
2017-10-21,1.48,25.62
2017-10-22,2.06,25.07
2017-10-23,1.21,25.53
2017-10-24,1.18,26.19
2017-10-25,0.96,25.98
2017-10-26,1.24,25.85
2017-10-27,1.81,24.7
2017-10-28,0.06,23.63
2017-10-29,0.02,25.07
2017-10-30,0.0,25.29
2017-10-31,0.02,25.73
2017-11-01,0.02,24.44
2017-11-02,0.34,24.86
2017-11-03,0.97,25.3
2017-11-04,2.99,25.09
2017-11-05,1.71,24.82
2017-11-06,2.08,25.22
2017-11-07,0.02,25.2
2017-11-08,0.0,24.72
2017-11-09,0.01,25.4
2017-11-10,0.01,25.54
2017-11-11,0.01,25.06
2017-11-12,0.39,24.63
2017-11-13,0.17,25.36
2017-11-14,0.2,26.02
2017-11-15,0.25,25.66
2017-11-16,0.36,24.87
2017-11-17,1.88,25.36
2017-11-18,1.3,24.87
2017-11-19,2.28,24.08
2017-11-20,1.28,23.94
2017-11-21,0.21,25.74
2017-11-22,0.59,25.16
2017-11-23,1.88,24.51
2017-11-24,0.49,24.69
2017-11-25,0.22,25.28
2017-11-26,0.08,23.85
2017-11-27,0.0,23.74
2017-11-28,0.0,23.77
2017-11-29,0.0,24.41
2017-11-30,0.0,25.13
2017-12-01,0.0,23.66
2017-12-02,0.0,24.81
2017-12-03,0.0,25.24
2017-12-04,0.0,26.1
2017-12-05,0.0,24.85
2017-12-06,0.0,24.81
2017-12-07,1.09,24.61
2017-12-08,2.76,25.11
2017-12-09,1.98,24.15
2017-12-10,0.28,23.75
2017-12-11,0.01,23.3
2017-12-12,0.0,24.63
2017-12-13,0.0,24.08
2017-12-14,0.0,24.34
2017-12-15,0.0,25.79
2017-12-16,0.0,25.61
2017-12-17,3.85,25.06
2017-12-18,7.83,25.02
2017-12-19,25.23,24.01
2017-12-20,11.95,25.38
2017-12-21,6.36,25.96
2017-12-22,0.0,25.16
2017-12-23,0.0,23.07
2017-12-24,0.0,24.13
2017-12-25,0.0,23.34
2017-12-26,0.0,22.81
2017-12-27,0.0,23.73
2017-12-28,0.0,23.01
2017-12-29,0.0,23.86
2017-12-30,0.0,23.76
2017-12-31,0.0,22.51
2018-01-01,0.0,21.94
2018-01-02,0.0,20.75
2018-01-03,0.0,20.81
2018-01-04,0.0,20.83
2018-01-05,0.0,21.15
2018-01-06,0.0,20.76
2018-01-07,0.0,22.11
2018-01-08,0.0,23.71
2018-01-09,0.0,22.81
2018-01-10,0.33,23.54
2018-01-11,0.0,23.43
2018-01-12,0.0,22.65
2018-01-13,0.0,22.54
2018-01-14,0.0,22.5
2018-01-15,0.0,23.32
2018-01-16,0.0,23.97
2018-01-17,0.0,23.79
2018-01-18,0.0,23.0
2018-01-19,0.0,24.4
2018-01-20,0.0,24.78
2018-01-21,0.0,23.15
2018-01-22,0.0,22.77
2018-01-23,0.0,23.3
2018-01-24,0.0,23.76
2018-01-25,0.0,23.06
2018-01-26,0.0,23.07
2018-01-27,0.0,23.75
2018-01-28,0.0,24.55
2018-01-29,0.13,24.89
2018-01-30,0.36,24.32
2018-01-31,0.0,23.61
2018-02-01,0.0,23.11
2018-02-02,0.0,24.85
2018-02-03,0.0,26.66
2018-02-04,0.0,25.93
2018-02-05,1.35,26.16
2018-02-06,3.7,26.64
2018-02-07,3.88,26.44
2018-02-08,5.61,26.68
2018-02-09,17.92,26.06
2018-02-10,0.14,25.69
2018-02-11,0.07,26.28
2018-02-12,0.08,25.71
2018-02-13,0.59,25.0
2018-02-14,0.04,27.63
2018-02-15,0.67,26.82
2018-02-16,0.91,27.16
2018-02-17,1.03,27.34
2018-02-18,2.88,26.34
2018-02-19,3.27,26.37
2018-02-20,0.32,25.56
2018-02-21,0.12,25.26
2018-02-22,0.2,25.33
2018-02-23,1.3,24.61
2018-02-24,0.15,25.08
2018-02-25,1.51,26.42
2018-02-26,1.44,25.18
2018-02-27,0.18,25.15
2018-02-28,1.91,25.17
2018-03-01,0.77,25.69
2018-03-02,0.16,26.31
2018-03-03,0.16,27.3
2018-03-04,0.4,27.15
2018-03-05,0.71,26.29
2018-03-06,1.17,26.47
2018-03-07,1.46,26.82
